Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Frequently,1089,Research & Development,9,2,Life Sciences,1,707,4,Male,74,2,3,Manager,4,Married,15758,17678,9,Y,Yes,13,3,2,80,2,31,2,4,25,10,7,14
23,No,Travel_Frequently,767,Research & Development,2,4,Technical Degree,1,708,4,Female,71,2,4,Manager,2,Single,7977,7054,7,Y,No,14,4,3,80,1,35,5,4,15,17,5,7
43,No,Travel_Rarely,485,Sales,18,5,Other,1,709,1,Male,75,2,4,Sales Representative,2,Divorced,14605,5609,0,Y,No,11,3,3,80,3,6,1,2,12,11,1,8
21,Yes,Travel_Rarely,683,Research & Development,21,4,Life Sciences,1,710,4,Male,89,2,4,Research Scientist,4,Divorced,2709,20794,2,Y,No,19,3,2,80,2,16,3,4,38,2,1,4
56,No,Travel_Frequently,261,Research & Development,1,4,Marketing,1,711,3,Male,42,4,3,Research Director,2,Divorced,3709,12866,4,Y,Yes,20,4,2,80,2,0,5,1,32,13,8,4
56,No,Travel_Rarely,533,Research & Development,24,5,Marketing,1,712,1,Female,60,3,2,Manufacturing Director,1,Single,12830,20492,4,Y,No,15,3,1,80,3,13,0,3,25,14,12,5
52,No,Travel_Rarely,716,Research & Development,21,4,Technical Degree,1,713,1,Male,97,4,5,Laboratory Technician,2,Single,19040,16743,9,Y,No,24,3,4,80,1,37,2,4,0,18,6,2
18,No,Travel_Rarely,589,Research & Development,12,5,Other,1,714,2,Male,91,2,4,Laboratory Technician,4,Married,6529,4261,1,Y,No,18,4,1,80,0,25,5,2,37,9,9,4
41,Yes,Travel_Rarely,1314,Research & Development,10,2,Marketing,1,715,4,Male,78,1,5,Research Director,1,Married,12519,21506,9,Y,No,13,3,3,80,1,26,0,4,1,8,8,0
53,No,Travel_Rarely,444,Human Resources,2,5,Other,1,716,1,Male,47,4,1,Manager,3,Divorced,4696,6325,7,Y,No,14,3,2,80,1,15,1,4,5,9,13,10
23,No,Travel_Frequently,1486,Research & Development,28,2,Technical Degree,1,717,3,Male,82,1,1,Research Director,4,Single,17989,21626,4,Y,No,14,4,3,80,0,6,6,4,37,3,15,0
58,No,Travel_Rarely,210,Human Resources,9,2,Medical,1,718,1,Male,47,1,1,Manager,4,Divorced,9846,9615,6,Y,No,18,3,1,80,2,31,4,3,23,18,5,6
48,Yes,Travel_Rarely,950,Sales,2,5,Other,1,719,1,Male,80,2,4,Sales Representative,3,Divorced,15964,13443,6,Y,No,25,4,3,80,0,24,5,1,17,9,14,14
37,Yes,Travel_Rarely,402,Research & Development,23,4,Human Resources,1,720,2,Male,70,4,3,Research Scientist,4,Divorced,12290,2094,4,Y,Yes,22,3,3,80,0,30,5,2,26,16,4,16
41,No,Travel_Rarely,1493,Human Resources,24,3,Other,1,721,3,Female,96,3,4,Human Resources,2,Married,14926,10362,7,Y,No,19,3,4,80,3,15,0,3,40,11,11,7
42,Yes,Travel_Frequently,1380,Sales,22,5,Technical Degree,1,722,3,Female,94,4,1,Manager,3,Divorced,5766,9705,8,Y,No,13,3,3,80,3,40,0,2,7,0,0,1
53,No,Travel_Rarely,1441,Sales,14,4,Human Resources,1,723,4,Male,35,3,1,Sales Representative,4,Married,14054,21106,3,Y,Yes,17,3,1,80,1,13,4,2,27,10,11,12
38,No,Travel_Rarely,806,Research & Development,11,2,Medical,1,724,3,Male,66,3,4,Laboratory Technician,3,Single,9921,24612,3,Y,No,19,3,4,80,3,24,0,2,9,12,5,11
47,No,Travel_Rarely,1196,Research & Development,23,1,Marketing,1,725,1,Male,41,2,3,Manufacturing Director,3,Divorced,5742,12481,7,Y,No,12,3,3,80,0,29,0,3,16,0,5,4
41,No,Non-Travel,370,Research & Development,11,3,Life Sciences,1,726,3,Female,31,3,3,Research Scientist,3,Married,8090,19051,0,Y,No,14,3,1,80,0,6,5,1,28,0,2,12
59,No,Travel_Rarely,1334,Sales,17,4,Technical Degree,1,727,3,Male,82,4,5,Manager,1,Single,9699,3642,3,Y,No,13,3,2,80,3,11,4,2,5,15,2,5
47,Yes,Travel_Rarely,579,Research & Development,4,3,Life Sciences,1,728,1,Male,54,4,2,Manager,4,Married,2682,26855,5,Y,Yes,18,3,4,80,3,2,4,1,13,6,15,14
39,No,Travel_Rarely,277,Sales,13,1,Medical,1,729,2,Male,57,1,1,Sales Executive,1,Divorced,15327,16082,3,Y,No,14,3,3,80,3,26,6,1,21,9,14,10
45,Yes,Travel_Rarely,340,Sales,7,1,Human Resources,1,730,4,Male,74,3,3,Manager,4,Single,12180,16591,5,Y,Yes,19,4,3,80,0,18,5,4,5,15,2,3
24,No,Travel_Rarely,994,Sales,16,1,Medical,1,731,4,Male,66,2,1,Sales Executive,2,Single,14554,8139,4,Y,No,11,3,4,80,2,36,6,3,25,0,2,0
52,No,Travel_Frequently,711,Research & Development,1,5,Other,1,732,2,Female,46,2,2,Laboratory Technician,2,Single,12812,21970,8,Y,Yes,11,3,1,80,2,6,1,3,38,8,6,14
45,Yes,Travel_Rarely,960,Research & Development,13,3,Life Sciences,1,733,1,Male,98,4,1,Healthcare Representative,2,Married,3303,26703,9,Y,Yes,14,4,3,80,3,15,1,4,11,5,9,11
31,No,Travel_Frequently,593,Research & Development,1,5,Life Sciences,1,734,4,Male,85,3,3,Laboratory Technician,4,Married,4639,9933,8,Y,No,13,3,1,80,1,31,5,4,34,14,10,8
27,Yes,Travel_Rarely,200,Research & Development,11,1,Medical,1,735,2,Male,87,2,5,Research Director,3,Married,16102,7783,3,Y,No,13,3,4,80,1,7,0,1,13,3,1,10
33,No,Travel_Rarely,430,Research & Development,6,4,Human Resources,1,736,2,Female,33,3,4,Manufacturing Director,3,Single,17539,20374,3,Y,No,20,3,3,80,2,12,2,2,21,14,9,4
33,No,Travel_Frequently,1451,Research & Development,20,1,Life Sciences,1,737,2,Male,84,3,4,Research Scientist,1,Divorced,15462,20933,7,Y,No,22,4,2,80,3,10,1,3,22,9,12,6
48,Yes,Travel_Rarely,546,Research & Development,3,5,Marketing,1,738,4,Male,78,1,3,Research Director,1,Divorced,13183,12086,9,Y,Yes,12,3,2,80,0,19,1,2,6,15,9,7
59,Yes,Travel_Rarely,1099,Research & Development,12,1,Medical,1,739,4,Female,67,2,3,Manager,2,Single,4462,7510,3,Y,Yes,24,3,2,80,1,17,5,2,39,12,1,0
42,No,Travel_Frequently,396,Research & Development,5,1,Other,1,740,4,Female,74,1,2,Research Director,1,Divorced,5516,12369,1,Y,No,20,4,4,80,1,36,6,4,24,18,2,0
30,No,Non-Travel,543,Research & Development,9,5,Other,1,741,4,Male,59,2,1,Healthcare Representative,4,Single,11611,7477,1,Y,Yes,20,4,3,80,0,5,5,2,12,3,9,2
23,No,Travel_Rarely,896,Research & Development,26,5,Other,1,742,3,Male,66,3,2,Research Scientist,4,Divorced,6637,3499,0,Y,No,12,3,4,80,0,19,2,1,20,15,11,7
26,No,Travel_Rarely,992,Research & Development,26,4,Life Sciences,1,743,2,Male,85,2,4,Laboratory Technician,1,Divorced,9337,16543,4,Y,No,18,3,3,80,3,31,2,4,40,10,6,10
53,No,Travel_Rarely,132,Research & Development,12,5,Medical,1,744,3,Female,56,4,1,Research Scientist,1,Divorced,16543,12938,5,Y,No,11,4,2,80,0,28,4,2,9,14,2,0
60,No,Travel_Rarely,1256,Sales,28,4,Other,1,745,2,Male,61,3,2,Manager,1,Married,4561,18054,8,Y,No,24,3,2,80,0,3,5,4,8,10,6,13
37,No,Travel_Rarely,539,Research & Development,27,2,Medical,1,746,4,Male,40,2,4,Research Scientist,1,Married,17411,6632,4,Y,No,25,3,1,80,0,6,1,1,14,10,8,0
35,Yes,Travel_Rarely,1451,Research & Development,10,2,Life Sciences,1,747,4,Male,87,1,1,Research Director,2,Single,3251,19664,5,Y,No,18,3,4,80,2,19,6,1,1,2,10,5
60,No,Travel_Rarely,1392,Research & Development,19,5,Marketing,1,748,3,Male,64,1,5,Research Director,2,Married,15674,4233,5,Y,Yes,20,3,4,80,0,33,6,2,24,16,9,5
38,No,Travel_Rarely,387,Research & Development,5,1,Marketing,1,749,1,Male,46,3,5,Laboratory Technician,1,Single,6106,4772,2,Y,Yes,13,4,1,80,1,35,3,4,12,4,11,2
21,No,Travel_Frequently,392,Research & Development,26,3,Marketing,1,750,4,Female,59,1,2,Laboratory Technician,4,Married,9649,5888,3,Y,No,12,3,2,80,3,6,3,2,33,12,14,9
50,No,Travel_Frequently,469,Sales,5,1,Life Sciences,1,751,1,Male,47,3,3,Sales Representative,2,Divorced,2957,21197,0,Y,No,19,4,2,80,3,32,0,2,33,9,10,11
44,No,Travel_Rarely,587,Human Resources,9,5,Other,1,752,2,Female,59,3,1,Manager,4,Married,6627,16530,3,Y,No,15,3,4,80,3,14,1,4,34,4,3,9
24,No,Travel_Frequently,656,Research & Development,27,4,Life Sciences,1,753,3,Male,45,3,2,Manufacturing Director,3,Married,5245,26526,0,Y,No,25,3,3,80,2,31,3,2,37,11,6,1
23,No,Travel_Rarely,269,Research & Development,28,1,Medical,1,754,1,Female,83,2,3,Manager,4,Married,2929,6696,4,Y,Yes,24,3,2,80,1,21,6,1,2,7,8,12
32,No,Travel_Rarely,1295,Sales,26,2,Marketing,1,755,1,Female,33,3,3,Sales Representative,1,Single,12178,12512,7,Y,No,15,3,1,80,0,39,1,4,5,11,13,15
35,No,Travel_Rarely,872,Research & Development,27,5,Medical,1,756,4,Male,44,1,1,Manager,3,Single,5197,14309,7,Y,No,23,4,1,80,1,28,5,4,18,15,7,12
49,No,Travel_Frequently,1471,Research & Development,20,1,Life Sciences,1,757,1,Male,56,4,1,Research Scientist,2,Divorced,13216,6544,4,Y,Yes,16,3,1,80,3,24,1,4,2,1,7,3
28,Yes,Travel_Rarely,179,Research & Development,17,1,Technical Degree,1,758,1,Male,33,2,3,Healthcare Representative,2,Divorced,1247,13654,9,Y,No,14,3,4,80,0,4,3,4,17,2,8,3
37,No,Travel_Rarely,952,Research & Development,10,4,Technical Degree,1,759,2,Male,64,1,4,Research Scientist,3,Divorced,1213,22435,1,Y,Yes,17,3,4,80,3,13,6,2,38,17,13,10
41,No,Non-Travel,1210,Research & Development,21,4,Life Sciences,1,760,3,Male,92,3,2,Laboratory Technician,4,Married,11808,15940,5,Y,No,17,4,4,80,3,34,1,2,8,16,4,13
32,No,Travel_Rarely,993,Sales,1,4,Other,1,761,4,Male,95,3,1,Manager,2,Divorced,6561,8163,0,Y,No,21,4,4,80,3,1,2,1,11,1,13,2
24,Yes,Non-Travel,762,Research & Development,22,3,Human Resources,1,762,4,Female,68,4,3,Manager,1,Single,5936,10773,6,Y,No,19,3,1,80,1,24,0,3,4,11,4,0
38,No,Travel_Rarely,1326,Sales,28,5,Medical,1,763,1,Female,57,1,4,Sales Executive,3,Divorced,12173,15387,3,Y,No,16,3,1,80,1,15,4,3,2,16,2,4
59,Yes,Travel_Frequently,690,Research & Development,16,5,Life Sciences,1,764,2,Male,63,2,5,Research Director,1,Divorced,5399,2372,4,Y,No,23,3,4,80,3,15,6,1,10,5,4,16
43,No,Travel_Rarely,1486,Sales,26,2,Life Sciences,1,765,1,Female,62,1,3,Manager,3,Divorced,16650,4685,5,Y,No,11,3,4,80,3,10,3,3,29,16,15,0
31,No,Travel_Frequently,863,Research & Development,26,2,Technical Degree,1,766,1,Female,79,3,4,Manager,2,Divorced,7169,2448,0,Y,No,19,3,1,80,0,34,5,1,3,1,7,3
54,No,Non-Travel,666,Research & Development,15,5,Marketing,1,767,4,Male,89,2,5,Research Scientist,4,Divorced,16819,17772,8,Y,No,22,3,4,80,3,22,4,2,4,7,11,5
38,No,Travel_Frequently,913,Research & Development,23,1,Marketing,1,768,1,Male,71,3,4,Research Director,3,Single,6135,20720,9,Y,No,23,3,4,80,3,4,0,4,0,13,4,14
35,No,Travel_Rarely,403,Research & Development,17,5,Human Resources,1,769,1,Male,57,3,1,Research Scientist,3,Married,1825,6993,3,Y,Yes,20,3,4,80,3,34,6,4,26,5,3,3
22,Yes,Travel_Frequently,394,Research & Development,26,3,Other,1,770,2,Male,56,1,3,Research Scientist,1,Divorced,14423,8330,7,Y,No,19,3,4,80,3,28,6,2,27,8,7,0
20,No,Travel_Frequently,395,Sales,20,2,Other,1,771,4,Male,30,4,5,Sales Representative,2,Married,1201,20958,4,Y,No,15,3,2,80,1,4,2,4,28,0,6,16
40,No,Travel_Rarely,210,Research & Development,25,2,Human Resources,1,772,3,Male,37,3,4,Research Scientist,1,Divorced,19169,2651,7,Y,Yes,17,3,4,80,3,2,2,4,17,4,14,10
43,No,Non-Travel,466,Sales,13,2,Other,1,773,2,Female,75,1,5,Sales Representative,2,Married,4654,15432,0,Y,No,11,3,1,80,2,5,2,3,11,6,13,16
54,No,Travel_Rarely,701,Research & Development,1,5,Technical Degree,1,774,2,Female,53,2,2,Research Director,1,Single,13825,5580,7,Y,No,14,3,1,80,3,22,2,2,12,8,13,0
41,No,Travel_Rarely,779,Research & Development,25,2,Life Sciences,1,775,2,Male,69,4,3,Manufacturing Director,3,Married,7323,18639,3,Y,Yes,22,3,1,80,1,1,3,3,40,13,5,8
36,No,Travel_Rarely,1392,Sales,8,2,Other,1,776,4,Female,80,3,1,Manager,1,Divorced,19181,24722,1,Y,No,20,3,1,80,2,17,6,3,1,8,4,13
42,No,Travel_Rarely,194,Sales,5,5,Technical Degree,1,777,1,Female,53,3,5,Sales Representative,4,Married,8383,19176,5,Y,No,14,4,4,80,2,29,3,4,36,3,13,14
38,No,Travel_Rarely,1189,Research & Development,6,1,Medical,1,778,3,Male,51,2,4,Research Director,2,Married,4709,12259,1,Y,No,15,3,2,80,3,37,1,4,15,14,4,0
29,No,Travel_Rarely,529,Research & Development,23,2,Life Sciences,1,779,4,Female,97,1,5,Laboratory Technician,2,Divorced,11664,5638,4,Y,Yes,16,4,3,80,3,4,5,2,23,3,12,1
58,Yes,Travel_Rarely,739,Research & Development,20,2,Human Resources,1,780,1,Male,37,3,4,Research Director,3,Married,16138,22255,1,Y,No,14,3,3,80,1,10,1,4,34,2,9,17
50,No,Travel_Rarely,469,Research & Development,14,2,Medical,1,781,2,Male,87,2,5,Manufacturing Director,2,Divorced,10368,4299,2,Y,No,16,3,3,80,2,0,5,4,21,13,1,17
21,No,Non-Travel,206,Research & Development,22,3,Marketing,1,782,4,Male,44,3,1,Manager,4,Single,4902,18969,5,Y,No,20,3,3,80,2,9,0,2,35,8,12,5
59,Yes,Travel_Rarely,310,Sales,23,5,Marketing,1,783,1,Male,37,1,1,Sales Executive,1,Divorced,7820,20470,0,Y,Yes,17,3,1,80,1,40,1,4,10,18,14,7
24,No,Travel_Rarely,1113,Research & Development,11,2,Life Sciences,1,784,3,Male,71,4,3,Laboratory Technician,3,Single,10297,19510,5,Y,Yes,13,3,4,80,3,25,0,3,28,5,3,0
39,No,Travel_Rarely,575,Sales,6,3,Other,1,785,3,Male,68,1,1,Sales Representative,4,Married,1513,21761,2,Y,No,19,3,4,80,0,32,0,2,34,2,7,14
50,No,Travel_Rarely,1186,Research & Development,11,1,Life Sciences,1,786,1,Female,64,1,5,Laboratory Technician,2,Divorced,10822,24494,6,Y,No,18,3,3,80,0,26,0,4,14,17,7,9
34,No,Travel_Rarely,1471,Research & Development,13,1,Other,1,787,4,Female,70,1,5,Manager,2,Married,15680,7013,1,Y,Yes,11,4,3,80,2,11,2,1,30,15,10,3
41,No,Travel_Rarely,113,Research & Development,12,3,Human Resources,1,788,2,Male,77,2,1,Healthcare Representative,4,Single,11747,15060,5,Y,Yes,23,3,2,80,2,1,4,2,40,2,0,9
51,No,Travel_Frequently,567,Research & Development,22,1,Marketing,1,789,1,Male,100,3,2,Manufacturing Director,1,Single,12195,24452,7,Y,No,12,3,2,80,3,0,4,2,15,1,1,10
45,Yes,Travel_Rarely,750,Human Resources,2,4,Life Sciences,1,790,2,Female,73,4,5,Manager,1,Married,7782,20311,0,Y,Yes,12,3,2,80,0,0,3,1,9,1,4,4
60,No,Travel_Rarely,1320,Sales,21,1,Life Sciences,1,791,3,Male,64,2,3,Manager,3,Divorced,4825,3085,8,Y,No,20,3,1,80,2,32,0,4,31,9,8,8
58,No,Travel_Rarely,1199,Research & Development,3,4,Human Resources,1,792,1,Male,56,1,2,Research Scientist,2,Divorced,1726,14492,4,Y,Yes,19,3,4,80,3,21,2,4,1,14,9,4
56,No,Non-Travel,976,Research & Development,23,3,Other,1,793,3,Male,94,4,1,Laboratory Technician,4,Divorced,12685,25462,4,Y,Yes,22,3,1,80,0,11,1,2,23,2,10,10
39,No,Travel_Rarely,487,Research & Development,4,4,Marketing,1,794,2,Female,99,1,4,Healthcare Representative,1,Divorced,5443,24824,4,Y,No,19,3,1,80,1,38,1,2,22,7,15,2
34,No,Travel_Rarely,1261,Sales,17,1,Marketing,1,795,2,Female,95,1,5,Sales Representative,3,Single,18051,20261,5,Y,No,19,3,4,80,2,35,3,4,1,17,11,3
51,No,Non-Travel,985,Research & Development,28,2,Other,1,796,1,Female,100,1,4,Manager,2,Divorced,6066,23662,1,Y,No,11,3,2,80,1,20,3,4,37,10,12,9
23,No,Non-Travel,656,Human Resources,28,4,Human Resources,1,797,1,Male,92,4,3,Manager,2,Married,6003,19662,5,Y,No,17,3,4,80,0,19,0,3,30,6,10,6
23,No,Travel_Rarely,1164,Research & Development,22,1,Other,1,798,1,Female,58,3,2,Laboratory Technician,3,Single,5243,3762,3,Y,No,25,4,3,80,3,35,0,2,39,18,15,0
51,No,Travel_Rarely,755,Research & Development,6,2,Human Resources,1,799,3,Male,60,1,4,Research Scientist,3,Married,4773,8927,7,Y,No,22,4,2,80,3,25,1,2,25,6,6,5
18,No,Travel_Rarely,1445,Human Resources,7,3,Other,1,800,2,Male,93,3,3,Manager,1,Married,12190,7918,8,Y,Yes,21,4,4,80,0,30,1,1,28,1,9,7
27,No,Travel_Rarely,966,Research & Development,15,3,Marketing,1,801,2,Male,82,4,4,Manager,4,Married,5646,2665,8,Y,No,23,3,1,80,1,0,1,3,2,5,4,16
38,No,Travel_Rarely,1090,Sales,11,5,Marketing,1,802,3,Female,97,4,4,Sales Representative,2,Single,3113,6394,7,Y,No,13,3,4,80,3,37,1,4,13,4,0,6
22,No,Travel_Rarely,454,Research & Development,24,3,Life Sciences,1,803,1,Male,54,1,3,Healthcare Representative,4,Divorced,10456,22216,2,Y,No,21,3,2,80,2,13,4,3,24,13,14,0
19,Yes,Travel_Frequently,615,Research & Development,3,5,Human Resources,1,804,4,Male,42,3,5,Manufacturing Director,2,Married,11683,2677,9,Y,Yes,19,3,3,80,1,25,0,4,0,17,15,8
39,No,Travel_Rarely,905,Research & Development,6,3,Marketing,1,805,1,Female,69,3,4,Research Director,2,Married,9394,25801,3,Y,No,18,3,1,80,1,6,0,4,2,3,14,10
19,No,Travel_Rarely,1495,Research & Development,26,3,Human Resources,1,806,4,Female,36,1,3,Healthcare Representative,4,Divorced,13008,26977,0,Y,No,13,4,3,80,2,11,1,3,25,3,5,1
27,No,Travel_Rarely,444,Human Resources,2,3,Human Resources,1,807,4,Female,61,2,4,Manager,3,Divorced,4728,26731,8,Y,No,11,3,3,80,0,23,2,2,17,12,11,10
51,No,Travel_Rarely,1450,Human Resources,29,5,Medical,1,808,3,Male,53,2,5,Human Resources,1,Divorced,3590,26018,4,Y,Yes,19,3,1,80,3,18,1,4,8,0,7,2
33,No,Travel_Rarely,1492,Research & Development,14,5,Medical,1,809,2,Female,30,4,3,Research Director,2,Divorced,19958,24057,5,Y,Yes,23,3,4,80,1,8,5,3,37,4,6,16
56,Yes,Travel_Frequently,437,Sales,9,4,Other,1,810,2,Female,76,4,4,Sales Representative,3,Married,3772,6664,2,Y,No,20,3,4,80,3,34,6,1,22,2,1,9
39,No,Non-Travel,1421,Human Resources,18,1,Human Resources,1,811,2,Male,80,2,1,Manager,2,Single,7000,17834,9,Y,Yes,11,3,3,80,3,3,6,3,20,18,11,2
29,Yes,Non-Travel,125,Research & Development,19,1,Other,1,812,2,Male,65,2,5,Research Director,1,Divorced,11540,7785,7,Y,No,25,3,4,80,1,31,3,1,0,12,4,2
41,No,Travel_Frequently,986,Sales,12,1,Other,1,813,3,Male,56,2,4,Manager,2,Divorced,12073,12419,6,Y,No,13,3,2,80,0,5,5,4,20,6,13,6
57,No,Travel_Frequently,205,Human Resources,13,3,Life Sciences,1,814,4,Male,99,1,2,Human Resources,1,Married,12321,20437,0,Y,No,23,3,3,80,1,27,2,3,26,9,15,1
55,No,Travel_Rarely,675,Research & Development,26,1,Medical,1,815,2,Male,71,1,3,Healthcare Representative,1,Divorced,5789,17596,9,Y,No,16,3,3,80,0,27,3,3,5,2,10,0
27,No,Travel_Rarely,876,Research & Development,12,5,Medical,1,816,4,Male,97,1,4,Laboratory Technician,2,Married,5186,26508,4,Y,No,16,3,3,80,2,39,6,1,35,1,3,6
52,No,Travel_Frequently,1419,Research & Development,12,4,Marketing,1,817,3,Male,99,1,5,Manager,2,Married,16178,7220,9,Y,No,24,4,2,80,0,28,2,3,27,6,8,10
49,Yes,Travel_Rarely,988,Research & Development,18,2,Medical,1,818,1,Male,42,1,5,Healthcare Representative,1,Married,7485,5856,8,Y,Yes,21,3,3,80,0,4,3,3,16,8,9,5
24,No,Travel_Rarely,344,Sales,9,4,Marketing,1,819,3,Female,54,1,2,Sales Executive,3,Married,19997,4880,5,Y,Yes,20,3,4,80,1,4,1,4,39,11,15,3
38,Yes,Travel_Frequently,443,Research & Development,17,1,Human Resources,1,820,2,Male,51,4,2,Research Director,4,Divorced,3391,3636,7,Y,No,14,4,4,80,3,36,1,3,2,9,0,13
37,No,Non-Travel,734,Research & Development,21,1,Life Sciences,1,821,1,Male,50,3,4,Research Director,1,Single,17924,20153,9,Y,Yes,12,3,4,80,3,40,2,2,11,18,11,2
43,No,Travel_Rarely,966,Sales,16,5,Other,1,822,3,Female,44,4,1,Sales Executive,2,Divorced,13517,14907,0,Y,No,23,3,4,80,0,27,3,1,38,12,15,3
21,Yes,Travel_Rarely,274,Research & Development,17,4,Other,1,823,3,Male,96,3,5,Healthcare Representative,2,Single,1643,18511,9,Y,Yes,20,3,3,80,0,40,4,3,11,9,5,7
39,No,Travel_Rarely,204,Research & Development,21,5,Human Resources,1,824,4,Male,66,4,1,Laboratory Technician,3,Divorced,13005,18388,6,Y,No,16,3,2,80,1,8,2,1,1,4,2,17
32,No,Travel_Rarely,261,Research & Development,24,5,Marketing,1,825,3,Male,74,4,1,Healthcare Representative,4,Married,15171,4893,2,Y,No,20,3,1,80,0,28,2,1,21,14,10,3
57,Yes,Travel_Rarely,1382,Research & Development,8,2,Technical Degree,1,826,1,Female,55,1,4,Healthcare Representative,1,Divorced,17395,25974,8,Y,No,15,3,4,80,1,13,5,1,22,2,8,10
38,Yes,Non-Travel,815,Research & Development,11,5,Human Resources,1,827,3,Female,84,1,3,Manager,1,Married,15014,20333,5,Y,Yes,23,3,1,80,2,37,0,3,29,7,4,15
32,No,Travel_Rarely,658,Research & Development,24,5,Marketing,1,828,2,Female,79,3,3,Research Director,4,Divorced,9406,13966,4,Y,No,16,3,1,80,0,39,2,3,4,5,12,2
39,Yes,Travel_Rarely,677,Research & Development,2,2,Human Resources,1,829,4,Female,64,3,3,Laboratory Technician,1,Married,13336,9017,7,Y,Yes,17,4,3,80,2,33,4,1,8,18,5,6
45,Yes,Travel_Frequently,297,Research & Development,8,3,Life Sciences,1,830,1,Male,70,1,2,Manufacturing Director,4,Single,15403,4779,7,Y,No,21,3,4,80,0,36,1,2,20,16,10,1
31,Yes,Travel_Rarely,1090,Sales,12,3,Human Resources,1,831,1,Female,40,4,5,Sales Representative,2,Married,3899,19535,2,Y,Yes,19,3,4,80,0,13,3,1,10,9,8,0
44,No,Travel_Frequently,1035,Research & Development,21,2,Human Resources,1,832,3,Female,37,3,2,Healthcare Representative,4,Divorced,11867,9032,1,Y,No,22,3,4,80,2,17,0,2,4,0,8,0
58,No,Travel_Rarely,171,Sales,1,5,Medical,1,833,2,Male,83,2,5,Sales Executive,1,Married,9035,22979,1,Y,No,22,3,1,80,2,32,3,1,34,12,15,5
57,No,Travel_Frequently,944,Sales,23,1,Marketing,1,834,4,Female,30,2,5,Sales Representative,4,Single,4315,26075,4,Y,No,24,4,4,80,1,33,1,4,26,9,7,6
45,No,Travel_Rarely,348,Research & Development,13,4,Life Sciences,1,835,1,Male,49,2,5,Research Director,3,Single,1906,8665,9,Y,No,17,4,4,80,1,27,2,1,1,11,8,4
43,No,Travel_Rarely,430,Research & Development,22,1,Other,1,836,4,Male,63,3,4,Research Scientist,2,Divorced,10286,13247,6,Y,Yes,14,3,2,80,2,35,5,1,23,1,15,17
19,No,Travel_Rarely,259,Research & Development,21,1,Technical Degree,1,837,3,Female,86,1,3,Manufacturing Director,2,Married,10480,6482,7,Y,No,20,4,3,80,0,36,4,3,30,9,3,12
42,No,Travel_Rarely,1019,Research & Development,17,5,Technical Degree,1,838,2,Male,42,1,2,Manufacturing Director,4,Divorced,15905,8116,9,Y,No,15,3,4,80,1,22,0,2,32,0,15,0
20,No,Travel_Rarely,799,Research & Development,14,4,Marketing,1,839,3,Male,83,1,2,Research Scientist,1,Married,16249,4721,7,Y,No,25,4,4,80,0,16,4,4,38,0,5,9
25,No,Travel_Rarely,844,Research & Development,14,4,Human Resources,1,840,4,Female,82,3,4,Manufacturing Director,3,Single,15692,22298,7,Y,No,23,3,3,80,3,10,6,2,29,14,4,8
50,No,Non-Travel,686,Sales,16,3,Medical,1,841,3,Female,81,3,5,Sales Executive,2,Divorced,1679,9341,9,Y,Yes,16,3,3,80,1,31,4,4,36,0,4,16
59,No,Travel_Rarely,156,Research & Development,17,2,Human Resources,1,842,4,Female,35,2,3,Healthcare Representative,2,Single,18898,13443,2,Y,No,23,3,1,80,1,36,4,1,27,8,3,0
52,No,Travel_Frequently,587,Sales,6,5,Marketing,1,843,1,Male,65,3,1,Sales Executive,1,Married,12776,5737,1,Y,Yes,19,3,1,80,1,14,4,3,30,6,1,0
23,No,Travel_Frequently,1368,Human Resources,26,4,Technical Degree,1,844,1,Male,54,2,1,Manager,1,Single,14015,24669,3,Y,No,15,3,1,80,3,3,1,3,10,15,11,6
56,No,Travel_Frequently,1478,Sales,28,5,Technical Degree,1,845,3,Female,87,2,4,Manager,3,Married,16777,22240,0,Y,No,15,4,3,80,2,38,4,2,22,15,5,3
40,No,Non-Travel,511,Research & Development,7,3,Human Resources,1,846,1,Male,84,1,3,Research Director,4,Divorced,17642,24465,2,Y,No,17,4,2,80,0,29,5,3,1,12,8,11
42,Yes,Travel_Rarely,1061,Sales,26,1,Human Resources,1,847,4,Female,32,3,1,Sales Executive,1,Married,2901,10892,8,Y,Yes,12,3,4,80,3,9,4,2,39,9,11,15
60,No,Travel_Rarely,1006,Human Resources,26,4,Human Resources,1,848,1,Female,57,1,1,Human Resources,4,Married,4448,20833,6,Y,No,13,3,3,80,2,22,1,2,40,17,0,13
36,Yes,Travel_Rarely,828,Research & Development,1,3,Other,1,849,2,Female,97,1,2,Manager,3,Divorced,3863,15886,6,Y,No,22,4,2,80,1,23,3,4,26,8,13,9
22,No,Travel_Rarely,1140,Research & Development,25,5,Medical,1,850,2,Male,67,3,3,Manager,4,Divorced,12586,14561,0,Y,No,12,3,3,80,2,35,1,2,34,11,6,13
